uid	pf_name
17221	Pfam-B_4783
17929	ODC_AZ
17729	Pfam-B_101616
17729	Pfam-B_2926
17729	zf-C3HC4
17729	zf-CHY
21486	Pfam-B_39007
17371	14-3-3
17373	zf-C2H2
17378	zf-C2H2
17855	zf-C3HC4
17351	Pfam-B_31508
17351	Pfam-B_35966
17351	zf-TRAF
21513	Pfam-B_1
21513	Pfam-B_63322
21513	Pfam-B_75736
17307	Pkinase
19412	BTB
19412	Pfam-B_8534
19412	Ras
17203	Kazal_1
17203	Kazal_2
17203	Pfam-B_10615
17203	Pfam-B_3348
18561	zf-C2H2
18288	G-patch
18288	Pfam-B_22888
18288	Pfam-B_42130
18288	Pfam-B_51533
18288	Pfam-B_8726
18288	Pfam-B_8737
18729	SH3BP5
18730	Pfam-B_1
18730	Pfam-B_10032
20483	zf-C2H2
17607	LIM
17390	DUF1213
17390	Pfam-B_10687
17390	Pfam-B_18600
21209	Homeobox
21209	Pfam-B_101258
21209	Pfam-B_102345
21515	Tub
17850	BTB
17850	Kelch_1
17850	Pfam-B_187
17850	Pfam-B_226
17850	Pfam-B_47338
17939	Pfam-B_2295
20943	Pfam-B_95
20943	zf-C3HC4
21661	COesterase
21662	Pfam-B_6871
21662	Vinculin
18443	Na_sulph_symp
18443	Pfam-B_106956
18443	Pfam-B_88
19420	Ribosomal_L13e
21296	Transketolase_C
21296	Transketolase_N
21296	Transket_pyr
17414	Nup84_Nup100
17414	Pfam-B_51739
20232	Pfam-B_82226
20232	Pfam-B_82228
21663	Nucleoplasmin
19046	Calreticulin
21315	ig
21315	PSI
21315	Sema
18092	Pfam-B_3043
18092	zf-C2H2
18121	vATP-synt_AC39
18841	CUB
18841	EGF
18841	EGF_CA
19473	IBN_N
22663	Porin_3
22664	5_nucleotid_C
22664	Metallophos
22664	Pfam-B_27140
22665	DnaJ
22665	DnaJ_C
22665	Pfam-B_39495
22665	Pfam-B_4255
22665	Pfam-B_85539
22666	Krr1
22666	Pfam-B_13548
20444	FYVE
22667	Ion_trans
22667	Pfam-B_116
22667	Pfam-B_543
22667	Pfam-B_582
19094	Rcd1
17434	Pfam-B_32137
17434	zf-C2H2
22584	Chorion_S16
20367	Kinesin
20367	Pfam-B_1
20367	Pfam-B_10060
20367	Pfam-B_11133
20367	Pfam-B_13
20367	Pfam-B_19023
20367	Pfam-B_27533
20367	Pfam-B_4540
20367	Pfam-B_47860
17308	GTP_EFTU
17308	GTP_EFTU_D2
17308	GTP_EFTU_D3
17964	CBFD_NFYB_HMF
18696	Pfam-B_32355
18696	WW
18941	Acyltransferase
18941	Pfam-B_7405
20272	TPR
22971	ADK
22971	ADK_lid
23279	DEAD
23279	HA2
23279	Helicase_C
23279	Pfam-B_160
23279	Pfam-B_513
23279	Pfam-B_757
23280	NMT
23280	NMT_C
19817	FHA
19817	G-patch
19817	Pfam-B_3840
17705	Pfam-B_21844
17705	Pfam-B_34485
17705	Pfam-B_37384
17705	Pfam-B_46359
17705	UCH
23048	Ras
19467	CBM_14
22037	UCR_TM
20837	KH_1
20837	Pfam-B_5766
20837	Pfam-B_96891
17230	Pfam-B_66017
17230	Pfam-B_66102
18534	Pfam-B_6432
18534	RRM_1
18637	zf-C2H2
18798	HLH
20712	Lactamase_B
21692	zf-C3HC4
21511	Pfam-B_107258
21511	Pfam-B_17813
21511	Pfam-B_9168
21511	Pfam-B_97667
21511	Pfam-B_97673
21511	RRM_1
18029	Ank
18029	Pfam-B_4498
18029	Pfam-B_48464
23568	GSH_synthase
17720	Pfam-B_10896
17720	Pfam-B_29671
17821	LRR
21167	ArfGap
21167	Pfam-B_100942
21167	Pfam-B_9125
19184	Mt_ATP-synt_B
19184	Pfam-B_101256
23543	Cation_efflux
19543	Metallothio_5
20710	Kelch_1
20710	Kelch_2
18713	Elongin_A
18713	Pfam-B_101617
18713	Pfam-B_1096
18713	Pfam-B_56211
18713	Pfam-B_88248
19784	Thiolase_C
19784	Thiolase_N
19052	C1_1
19052	CNH
19052	Pfam-B_1
19052	Pfam-B_31403
19052	Pfam-B_40495
19052	PH
23784	ADAM_spacer1
23784	Pfam-B_106180
23784	Pfam-B_2539
23784	TSP_1
18113	DEAD
18113	Helicase_C
18035	Pfam-B_1
18035	Pfam-B_624
17415	Pfam-B_1
17415	Pfam-B_10277
17415	Pfam-B_15574
17415	Pfam-B_34447
17415	Pfam-B_7800
23789	MT-A70
23789	Pfam-B_55839
17862	Pfam-B_2394
23086	MFS_1
21240	Fibrinogen_C
23796	Ion_trans
23796	Pfam-B_7328
19004	G-patch
19004	Pfam-B_10404
19004	Pfam-B_15122
19004	Pfam-B_16115
19004	Pfam-B_2543
19004	Pfam-B_3840
19004	Pfam-B_46983
19004	Pfam-B_60943
19004	Pfam-B_7039
19004	RRM_1
19004	zf-C2H2
19004	zf-RanBP
17631	Trypsin
18834	DUF602
23337	Pfam-B_19349
23337	TPR
17199	Pfam-B_5495
17199	Pfam-B_5506
23783	dCMP_cyt_deam
23798	UCR_UQCRX_QCR9
23937	DNA_pol_B
23937	DNA_pol_B_exo
23937	Pfam-B_28858
23937	Pfam-B_3439
23937	Pfam-B_37480
23937	Pfam-B_50641
23937	Pfam-B_6832
23592	HMG_box
18195	Pfam-B_21150
17908	Pfam-B_30093
17908	Pfam-B_46775
17908	Pfam-B_7579
17908	TBC
17163	cNMP_binding
17163	Pfam-B_12114
17163	Pfam-B_39109
17163	Pfam-B_41179
17163	Pfam-B_78567
17163	Pfam-B_93589
17163	Pkinase
17163	Pkinase_C
17165	BTB
17165	Pfam-B_14314
17165	Pfam-B_15008
17165	Pfam-B_17116
17168	KH_2
17168	Pfam-B_2841
17168	Ribosomal_S3_C
17169	WD40
20357	Pfam-B_100971
20357	Pfam-B_12059
19537	Acetyltransf_1
19537	Pfam-B_6588
20359	PGAM
19278	CBFB_NFYA
19651	Pfam-B_200
19093	P21-Arc
18132	Pfam-B_13
18132	Pfam-B_37584
18132	Pfam-B_42502
18132	Pfam-B_46357
18132	Pfam-B_51253
18132	Pfam-B_51254
18132	Pfam-B_57646
18132	Pfam-B_65610
18132	Pfam-B_74436
18132	Pfam-B_7504
17817	Mss4
19114	Disintegrin
19114	Pfam-B_193
19114	Pfam-B_646
19114	Pfam-B_6679
19893	RRM_1
22980	Pfam-B_100857
18395	Exonuc_X-T
18395	Pfam-B_16180
18395	Pfam-B_53115
18773	Homeobox
18773	PBX
18773	Pfam-B_38521
17173	Sec61_beta
17569	Kelch_1
17569	Kelch_2
19302	Hormone_recep
19302	Pfam-B_74958
19302	zf-C4
18091	Actin
19305	RhoGAP
19305	SAM_2
19305	START
19306	efhand
18991	GST_C
18991	GST_N
18344	Pfam-B_36097
18344	Rhodanese
18344	UCH
17176	Neuralized
17176	Pfam-B_46001
17176	Pfam-B_60661
17176	Pfam-B_60665
17176	Pfam-B_71735
17176	zf-C3HC4
20306	Pfam-B_16991
17178	Pfam-B_96661
17178	Ribosomal_S2
18343	Pfam-B_6301
18343	Thioredoxin
18444	EGF
18444	EGF_CA
18444	Ldl_recept_a
18444	Ldl_recept_b
18444	Pfam-B_1490
18444	Pfam-B_604
18444	Pfam-B_86337
17081	PAX
17179	zf-C3HC4
22146	zf-C2H2
18708	ubiquitin
20075	Ribosomal_S17e
20034	KOW
22148	SPC22
18196	Ribosomal_L44
18953	UQ_con
18651	Histone
18651	Pfam-B_327
22038	zf-C2H2
17960	ABC_tran
17960	Pfam-B_173
17960	Pfam-B_227
17960	Pfam-B_30265
17960	Pfam-B_30685
17960	Pfam-B_30733
17960	Pfam-B_5071
17960	Pfam-B_67411
17377	BTB
23002	BRAP2
23002	Pfam-B_1
23002	zf-C3HC4
23002	zf-UBP
20613	Cofilin_ADF
18492	Vps52
17185	zf-CCHC
21151	p450
23600	Chitin_bind_4
18243	Pfam-B_2620
18243	Pfam-B_3588
18243	Pfam-B_4633
17191	Ribosomal_S19
18997	Pfam-B_11524
18997	Pfam-B_13524
18997	TBC
18998	fn3
18998	I-set
18998	ig
20082	Pfam-B_7806
20082	Skp1_POZ
22621	zf-C3HC4
22817	GTP_CDC
22817	Pfam-B_23442
22707	Band_41
22707	Pfam-B_2173
22707	Pfam-B_397
17198	Homeobox
17198	Pfam-B_81341
17198	Pfam-B_90571
17200	Homeobox
17200	Pfam-B_101690
17200	Pou
21250	MOSC_N
22328	ER_lumen_recept
22328	KID
22328	Pfam-B_105212
22328	Pfam-B_105713
22328	Pfam-B_32117
22328	Pfam-B_94212
22328	Spectrin
18434	Pfam-B_10128
18434	Pfam-B_103708
18434	Pfam-B_34601
18434	Pfam-B_39876
18434	Pfam-B_5855
18434	Pfam-B_60652
18434	Pfam-B_60653
18434	R3H
18434	zf-C3HC4
18434	zf-NF-X1
22330	PHD
18310	Ribosomal_60s
22331	Pfam-B_91
22331	Sulfate_transp
17340	PABP
17340	Pfam-B_10542
17340	Pfam-B_3170
17340	Pfam-B_34558
17340	Pfam-B_35878
17340	Pfam-B_84290
17340	Pfam-B_94485
17340	RRM_1
22315	Pfam-B_6426
22332	Transketolase_C
22332	Transket_pyr
18114	Pfam-B_4755
18114	Ribosomal_L37e
18772	Pfam-B_54638
18772	Pfam-B_70183
18772	Pfam-B_8959
18772	WD40
17206	PHD
17207	Pfam-B_32288
17209	PBD
17209	Pkinase
17907	Cpn60_TCP1
17907	Pfam-B_50894
17907	Pfam-B_80344
17208	Pfam-B_15813
17208	Pfam-B_23245
17208	PH
17208	RhoGEF
17208	SH3_1
17210	Homeobox
17212	UPF0240
17214	Transketolase_C
17214	Transket_pyr
17217	UQ_con
17218	UPF0099
17223	dDENN
17223	Pfam-B_30458
17224	G-alpha
17227	CRAL_TRIO
17228	Ank
17228	Pfam-B_21710
17228	Pfam-B_24294
17228	Pfam-B_31961
17228	Pfam-B_5579
17228	Pfam-B_8829
17229	Pfam-B_16767
17229	Pfam-B_368
17229	Pfam-B_45784
17229	Pfam-B_7492
17232	Pfam-B_1
17232	Pfam-B_49288
17232	Pfam-B_624
17232	zf-C3HC4
17233	Pfam-B_25734
17234	Pfam-B_1
17234	Pfam-B_127
17234	Pfam-B_624
17235	Pfam-B_8794
17235	Pfam-B_9166
17235	PH
17235	RhoGAP
17235	SH3_1
17236	Pfam-B_22858
17236	Pfam-B_3888
17993	Pfam-B_17923
18529	Gal-bind_lectin
18529	Pfam-B_12946
18529	Pfam-B_29765
18530	DUF814
18468	Pfam-B_18367
18468	Pfam-B_64030
17914	Sprouty
18533	ARID
18533	Pfam-B_53067
18533	Pfam-B_57541
18533	zf-C2H2
17743	Pfam-B_9395
17743	PQ-loop
17500	7tm_1
17500	Pfam-B_934
18535	Homeobox
18536	Surp
18537	Cbl_N
18537	Cbl_N2
18537	Cbl_N3
18537	Pfam-B_1335
18537	zf-C3HC4
18538	GalP_UDP_transf
18538	GalP_UDP_tr_C
18564	Prenyltrans
19396	Cys_Met_Meta_PP
20132	MRG
20214	GFO_IDH_MocA
20214	GFO_IDH_MocA_C
20214	Pfam-B_2666
20214	Pfam-B_5814
20214	Pfam-B_5873
18042	4HBT
18042	Pfam-B_3033
18042	Pfam-B_45717
18042	Pfam-B_45718
18042	Pfam-B_76396
17942	Pfam-B_613
17942	Pfam-B_645
17942	Pfam-B_660
20215	zf-C2H2
17651	IF-2B
20216	zf-C4
20217	Pfam-B_48013
20217	Pfam-B_66430
20217	Pfam-B_80900
20217	Pfam-B_80916
20217	Pfam-B_96178
20217	Pfam-B_96203
20217	zf-C2H2
17474	Pfam-B_14822
19235	efhand
18060	LIM
18060	PDZ
18060	Pfam-B_41982
18060	Pfam-B_41986
18060	Pfam-B_5306
18060	Pkinase
20910	GDC-P
20910	Pfam-B_1109
20910	Pfam-B_1565
20910	Pfam-B_207
20910	Pfam-B_4418
17350	Pfam-B_13412
17350	Pfam-B_4399
17350	SWIB
20531	Peptidase_C14
18007	Pfam-B_2905
18007	UBA
18007	ubiquitin
18219	CH
18219	Filamin
18219	Pfam-B_103877
18219	Pfam-B_105580
19766	efhand
19859	Ribosomal_60s
18393	Pfam-B_2063
18393	Pyridoxal_deC
17405	Pfam-B_10735
22441	RRM_1
21081	Complex1_17_2kD
18996	Pfam-B_35274
18996	Pfam-B_46185
18996	Pfam-B_51688
18996	RRM_1
18996	zf-CCCH
19997	Ras
18793	HSP20
19469	Pfam-B_20343
19469	WD40
22443	DnaJ
17762	Arm
17762	Pfam-B_808
22942	zf-DHHC
22786	Pfam-B_17
19942	Alpha_L_fucos
17310	BTB
17310	MATH
17310	Pfam-B_13884
21429	Ribosomal_L14
19643	CHCH
23490	Pfam-B_16678
23490	UPF0016
19646	Pfam-B_10925
19646	Pfam-B_11035
19646	Pfam-B_6660
19646	Pfam-B_95659
21556	Tropomyosin
20731	Pfam-B_371
23491	dNK
23491	Pfam-B_1059
23491	Pfam-B_916
22256	fn3
22256	I-set
17092	adh_short
17092	Pfam-B_104130
19432	Pfam-B_5067
19892	Actin
19892	Pfam-B_17165
20787	ATP-synt_D
21640	Pfam-B_40006
18028	Pfam-B_2620
18028	Pfam-B_3588
18028	Pfam-B_4174
18028	Pfam-B_42087
18028	Pfam-B_4627
18028	Pfam-B_4633
18028	Pfam-B_47625
18028	Pfam-B_99201
18028	SH3_1
18503	Acyl-CoA_dh
18503	Pfam-B_225
18503	Pfam-B_3395
17670	Pfam-B_1
17670	Pfam-B_13
17670	Pfam-B_86868
17670	Pfam-B_87120
18425	Pfam-B_2910
18425	Ribosomal_L4
17546	TFIIA
17473	Myosin_tail_1
22012	zf-C2H2
18204	Pfam-B_1
18204	Pfam-B_35129
18204	Pfam-B_80502
18204	Pfam-B_86762
18204	Pfam-B_87770
18204	Pfam-B_87837
20752	HAT
20752	Pfam-B_11255
20752	Pfam-B_11409
20752	Pfam-B_14105
20752	Pfam-B_17441
20752	Pfam-B_19335
20752	Pfam-B_23887
20752	Pfam-B_24786
20752	Pfam-B_36927
20752	Pfam-B_52690
20752	Pfam-B_52693
20752	Pfam-B_54245
20752	Pfam-B_83
20752	Pfam-B_9537
20752	PRP1_N
20752	TPR
23761	zf-C2H2
17268	2-Hacid_dh
17268	2-Hacid_dh_C
17268	Pfam-B_26735
17816	Lectin_C
22308	Histone
22308	Pfam-B_15472
22308	Pfam-B_18306
22308	Pfam-B_28521
22308	Pfam-B_40980
22308	Pfam-B_64846
22308	Pfam-B_66376
22308	Pfam-B_91712
22308	PH
22308	RasGEF
22308	RasGEF_N
22308	RhoGEF
18926	Pfam-B_22969
18926	Pfam-B_44104
17467	PCI
17467	Pfam-B_14320
17467	Pfam-B_14323
19514	Pfam-B_1
19514	Pfam-B_127
19514	Pfam-B_42829
19514	Pfam-B_42967
19514	Pfam-B_87770
19514	Pfam-B_87837
17508	2-Hacid_dh
17508	2-Hacid_dh_C
18625	RasGEF
22475	Amino_oxidase
23488	Chromo
19848	BESS
17237	GST_C
17237	GST_N
17239	RRM_1
17239	zf-RanBP
17240	Arf
17242	HLH
17243	RRM_1
17245	Exo_endo_phos
17558	CIDE-N
20236	Clathrin_lg_ch
21908	COesterase
22768	Tetraspannin
19987	SIR2
17634	Pfam-B_4231
17634	Pfam-B_90810
17634	Pfam-B_9975
22769	AIRS
22769	AIRS_C
22769	Pfam-B_23980
22769	Pfam-B_2660
22769	Pfam-B_2772
22769	Pfam-B_579
22769	Pfam-B_901
23112	Adaptin_N
23112	Pfam-B_5171
23899	Pfam-B_14750
23899	RFX_DNA_binding
20711	ETF_alpha
20711	Pfam-B_295
17246	C2
17247	Pfam-B_30910
17247	PH
17249	Aldo_ket_red
19414	Sec1
17248	Peptidase_M28
17248	Pfam-B_1791
17250	HSP20
17251	G-patch
17255	efhand
17255	Pfam-B_5700
21089	Pfam-B_1795
21089	Pfam-B_4720
21089	Pfam-B_666
21089	SSF
18888	ENTH
20247	ATP-gua_Ptrans
20247	ATP-gua_PtransN
17600	LIM
20405	fn3
20405	I-set
20405	ig
20405	Pfam-B_15948
20405	Pfam-B_22509
20405	Pfam-B_5280
20405	Pfam-B_657
20405	Pfam-B_71583
20405	Pfam-B_85624
18934	zf-C3HC4
18935	zf-C3HC4
18075	zf-C2H2
17804	Met_10
17804	Pfam-B_10
17804	Pfam-B_2124
17804	Pfam-B_42575
22476	Pfam-B_6481
22476	Pfam-B_66526
17472	DUF1253
19272	Pfam-B_12296
19272	Pfam-B_25371
19272	WW
18168	Fzo_mitofusin
18168	Pfam-B_5475
18168	Pfam-B_6926
18486	Pfam-B_8183
20643	efhand
18488	DUF101
17550	Chromo
17550	Chromo_shadow
17550	Pfam-B_99159
19836	zf-C2H2
18639	Pfam-B_21075
18639	Pfam-B_2223
18187	Chitin_bind_4
18187	Pfam-B_4868
18027	Aminotran_3
18818	PP-binding
19507	PCI
19507	Pfam-B_7052
18621	PDZ
18621	Pfam-B_71400
21067	ACOX
21067	Acyl-CoA_dh
21067	Pfam-B_225
21067	Pfam-B_3395
17258	Pfam-B_287
17259	Pfam-B_11338
648	Pkinase
17266	Pkinase
20225	Chitin_bind_4
20769	Pfam-B_16106
20769	Pkinase
18746	Homeobox
17755	GATase
17755	GMP_synt_C
17755	Pfam-B_112
17755	Pfam-B_352
17270	Actin
17272	CBFD_NFYB_HMF
17272	Pfam-B_99075
17274	fn3
17274	I-set
17274	ig
17274	Pfam-B_13750
17274	Pfam-B_14144
17274	Pfam-B_49466
17274	Pfam-B_657
17274	Pfam-B_8320
17276	AAA
17276	Pfam-B_2963
17276	Pfam-B_482
17276	Pfam-B_62
17277	adh_short
17278	7tm_1
19131	Pfam-B_8261
19189	G-patch
17624	Cyclin_C
17624	Cyclin_N
17624	Pfam-B_29236
17624	Pfam-B_92399
18961	Actin
22908	SH2
22908	STAT_alpha
22908	STAT_bind
22908	STAT_int
20513	UQ_con
21128	PDZ
21128	Pfam-B_7672
21128	Pfam-B_7674
24029	UQ_con
21298	PCI
21298	Pfam-B_2788
20599	HSP70
20599	Pfam-B_94276
23874	TH1
17281	Mito_carr
21232	MORN
21232	Pfam-B_22093
21232	Pfam-B_347
21232	Pfam-B_37720
21232	Pfam-B_79039
21232	Pfam-B_94149
21232	VPS9
22919	Pro_isomerase
17195	Pfam-B_2842
17195	Ribosomal_L24e
17283	Pfam-B_11233
17283	Pfam-B_11418
17283	Pfam-B_35204
17283	Pfam-B_5093
17283	Pfam-B_94536
17283	Pro_dh
19214	SH2
18293	Mob1_phocein
18293	Pfam-B_17081
17383	AT_hook
20265	EF1_GNE
20265	Pfam-B_1963
20265	Pfam-B_2789
17282	MFS_1
17282	Pfam-B_3341
17290	Pfam-B_3589
17290	zf-C2H2
17837	Pfam-B_12511
17837	Pfam-B_4729
17837	Uso1_p115_head
17839	Abhydrolase_1
17839	Abhydro_lipase
17844	Homeobox
17844	Pfam-B_10304
17844	Pfam-B_15522
17844	Pfam-B_36136
17844	Pfam-B_97470
17845	Ribosomal_S19e
17847	Pfam-B_38006
17847	Pfam-B_42249
17847	Pfam-B_56655
17847	Pfam-B_8915
17847	zf-C3HC4
17847	zf-CCCH
17815	KOW
17815	Pfam-B_6294
17815	Pfam-B_6295
17815	Supt5
17581	Pfam-B_14655
17581	Pfam-B_1900
17581	Ribosomal_S17
17849	DnaJ
17849	DnaJ_C
17849	DnaJ_CXXCXGXG
17289	Ribosomal_L29e
17291	Glyco_hydro_18
17293	FCH
17293	Pfam-B_5815
17293	Pfam-B_6202
17293	Pkinase
17293	SH2
18398	L15
18398	Pfam-B_5180
18399	TIM
18400	Myb_DNA-binding
18400	Pfam-B_51727
18400	Pfam-B_51729
18400	Pfam-B_85360
18401	Reticulon
18414	Pfam-B_25228
18414	zf-C3HC4
17294	Peptidase_M28
17294	Pfam-B_1791
17295	Peptidase_C48
17295	Pfam-B_15047
17296	Pfam-B_37177
17298	E1_dh
17298	Pfam-B_26384
17298	Pfam-B_47402
17298	Pfam-B_570
17298	Pfam-B_856
17298	Pfam-B_99185
17298	Transket_pyr
18885	Tektin
18886	Tektin
17527	zf-C2H2
19369	zf-C3HC4
23907	DHO_dh
23907	Pfam-B_102636
17822	Pfam-B_19798
17822	Pfam-B_32216
17822	Pfam-B_95093
17822	zf-ZPR1
17312	A_deamin
19721	Ribosomal_L23
19722	Porphobil_deam
19722	Porphobil_deamC
17311	DEAD
17311	Helicase_C
17313	GATase_2
17313	Pfam-B_275
17313	Pfam-B_60621
17313	Pribosyltran
17315	Pfam-B_13103
17315	PX
17315	RA
19936	RRM_1
17316	Furin-like
17316	Pfam-B_2529
17316	Pfam-B_278
17316	Pfam-B_3205
17316	Pfam-B_41450
17316	Pfam-B_6081
17316	Pfam-B_65148
17316	Pfam-B_65151
17316	Pfam-B_70137
17316	Pfam-B_908
17316	Pfam-B_95092
17316	Pkinase
17316	Recep_L_domain
17320	DUF1213
17320	Pfam-B_3719
18643	Actin
17321	Peptidase_M28
17321	Pfam-B_1791
17321	Pfam-B_88473
17322	LRR
17322	LRRNT
17324	Pfam-B_1021
17324	Pfam-B_1075
17324	Pfam-B_13189
17324	Pfam-B_18534
17324	Pfam-B_4332
17324	Pkinase
18483	Lyase_1
18483	Pfam-B_2892
18483	Pfam-B_6406
17323	Cofilin_ADF
17323	SH3_1
17326	RRM_1
17325	RRM_1
17329	UQ_con
17877	Pfam-B_14249
17877	Pfam-B_73769
17877	SKIP_SNW
17938	bZIP
17723	GILT
17723	Pfam-B_53990
17334	Pfam-B_2045
17334	Pfam-B_39098
17334	Pfam-B_9898
17334	WD40
19548	Pfam-B_12170
19548	Pfam-B_20352
19548	Pfam-B_20509
19548	Pfam-B_21005
19548	Pfam-B_21194
19548	Pfam-B_22928
19548	Pfam-B_6916
19548	Pfam-B_7188
19549	HSP70
19549	Pfam-B_12170
19549	Pfam-B_20352
19549	Pfam-B_20509
19549	Pfam-B_21005
19549	Pfam-B_21194
19549	Pfam-B_22928
19549	Pfam-B_6916
19549	Pfam-B_7188
19551	HSP70
19551	Pfam-B_12170
19551	Pfam-B_20352
19551	Pfam-B_20509
19551	Pfam-B_21005
19551	Pfam-B_21194
19551	Pfam-B_22928
19551	Pfam-B_6916
19551	Pfam-B_7188
19552	HSP70
19552	Pfam-B_12170
19552	Pfam-B_20352
19552	Pfam-B_20509
19552	Pfam-B_21005
19552	Pfam-B_21194
19552	Pfam-B_22928
19552	Pfam-B_6916
19552	Pfam-B_7188
17333	Peptidase_M1
17333	Pfam-B_14963
17333	Pfam-B_171
17333	Pfam-B_182
17333	Pfam-B_189
17333	Pfam-B_19418
23906	Acyl_transf_3
17501	Porin_3
18977	CBM_21
18977	Pfam-B_36342
17335	GST_C
17335	GST_N
17337	tRNA-synt_1d
17337	tRNA-synt_1d_C
17339	Tctex-1
20452	Pfam-B_14768
20452	Pfam-B_19283
20452	Pfam-B_3716
20452	Pfam-B_6062
20452	Pfam-B_6779
20452	Pfam-B_8802
20452	Pfam-B_98988
18101	Pfam-B_1
18101	Pfam-B_16019
18101	Pfam-B_32062
18101	Pfam-B_46357
18101	Pfam-B_65610
18101	Pfam-B_70693
18101	Pfam-B_74436
18101	Pfam-B_88148
18101	Pfam-B_9097
18101	Pfam-B_9098
19119	Pfam-B_10432
20571	DUF1213
20571	Pfam-B_17
20571	Pfam-B_27336
20571	Pfam-B_37160
20572	NDK
20574	Pfam-B_10293
20574	Pfam-B_4265
20574	Pfam-B_957
20574	WD40
20575	Pfam-B_17755
19903	Mito_carr
20576	HSP20
18765	HSP20
20577	Hydrolase
20578	Pfam-B_100857
20578	Pfam-B_95584
18208	zf-C2H2
17733	Alpha-amylase
17733	Pfam-B_217
17733	Pfam-B_62459
22278	Acyltransferase
22278	Pfam-B_104816
22278	Pfam-B_54822
22278	Pfam-B_8151
17341	MED6
18858	HLH
18858	Pfam-B_11700
18858	Pfam-B_35286
18858	Pfam-B_8478
17469	Globin
19074	Pfam-B_1362
19074	Pfam-B_52252
17880	Annexin
17343	Pfam-B_15423
17343	Pfam-B_16021
17343	Pfam-B_24233
17343	RRM_1
18174	ANTH
18174	I_LWEQ
18174	Pfam-B_1
18174	Pfam-B_21454
18174	Pfam-B_25709
18174	Pfam-B_8655
17997	Pfam-B_447
19032	Chitin_bind_4
18412	zf-C2H2
19033	NUDIX
18183	CH
18183	Pfam-B_1602
18183	Pfam-B_2591
18183	Pfam-B_3019
18183	Pfam-B_31405
18183	Pfam-B_3245
18183	Pfam-B_32559
18183	Spectrin
18183	WW
18183	ZZ
19034	Astacin
19034	Pfam-B_7109
19035	Chitin_bind_4
19035	Pfam-B_4868
19036	Pfam-B_24240
19036	Pfam-B_2668
17342	Pfam-B_37045
17342	Pfam-B_37046
17345	Pfam-B_7902
17345	UBA
17345	UCH
17345	zf-UBP
17348	Fer2
17348	Molybdopterin
17348	Pfam-B_1256
17348	Pfam-B_239
17348	Pfam-B_2501
17348	Pfam-B_690
17348	Pfam-B_838
17352	AAA
17352	Pfam-B_1962
17352	Pfam-B_63775
17355	AAA
17355	MIT
17355	Pfam-B_6244
17357	Aldo_ket_red
18922	CUB
18922	EGF
18922	EGF_CA
19071	Vinculin
18077	Pfam-B_13
18077	Pfam-B_37584
18077	Pfam-B_38091
18077	Pfam-B_46357
18077	Pfam-B_57646
18077	Pfam-B_65610
18077	Pfam-B_74436
18077	Pfam-B_7504
23711	Roughex
22244	Thiolase_C
22244	Thiolase_N
19353	Pfam-B_14594
19353	Pfam-B_19991
19353	Pfam-B_32615
19353	Pyrophosphatase
18983	ArfGap
18983	Pfam-B_8257
23712	MutS_I
23712	MutS_II
23712	MutS_III
23712	MutS_IV
23712	MutS_V
23712	Pfam-B_29477
23712	Pfam-B_57114
23712	Pfam-B_86926
23713	IBN_N
23713	Pfam-B_18779
23713	Pfam-B_31202
23713	Pfam-B_4478
23713	Pfam-B_45346
23713	Pfam-B_5347
17832	PMSR
18305	Hormone_recep
18305	Pfam-B_177
18305	Pfam-B_25362
18305	zf-C4
17331	WW
20701	Spc97_Spc98
23714	Actin
23714	Pfam-B_11645
23714	Pfam-B_17694
23714	Pfam-B_43113
23714	Pfam-B_67193
23714	Pfam-B_85078
18025	Pfam-B_11824
17970	Clathrin
17970	Clathrin_propel
17970	Pfam-B_18404
17970	Pfam-B_31315
17970	Pfam-B_4182
17970	Pfam-B_4248
19253	Hydrolase
21172	Myb_DNA-binding
21172	Pfam-B_5328
23536	Pfam-B_22318
23536	Pfam-B_84897
23536	Pfam-B_8851
23536	Pkinase
17976	PDZ
17976	Pfam-B_10255
17976	Pfam-B_12328
17976	Pfam-B_3279
17976	Pfam-B_32928
17976	Pfam-B_81358
17976	PH
23730	Ank
23730	Pfam-B_64231
23730	Pfam-B_84170
23730	zf-DHHC
23731	IQ
23731	Pfam-B_1
23731	Pfam-B_10337
23731	Pfam-B_127
23731	Pfam-B_30536
23731	Pfam-B_86825
23023	zf-C2H2
23722	7tm_3
23722	ANF_receptor
19988	Arm
19988	IBB
19988	Pfam-B_808
17364	Pfam-B_10061
17364	Pfam-B_17620
17364	Pfam-B_20326
17364	Pfam-B_23051
17775	Pfam-B_22847
17775	Pfam-B_44579
17775	TPR
17725	MoeZ_MoeB
17725	Rhodanese
17725	ThiF
19869	fn3
19869	Pfam-B_54831
19869	Pfam-B_54833
18476	SNARE
18476	Syntaxin
17859	Chorion_3
17471	Cyclin_N
17471	Pfam-B_30706
19260	ER
19871	Pfam-B_60431
19871	Phospholip_A2_2
18193	DEAD
18193	HA2
18193	Helicase_C
18193	Pfam-B_160
18193	Pfam-B_513
18193	Pfam-B_6320
18193	Pfam-B_757
19872	Pfam-B_8854
19874	Pfam-B_39985
19874	TSC22
18266	Peptidase_C1
18266	Pfam-B_19
17440	CoA_binding
17440	Ligase_CoA
17440	Pfam-B_11294
17440	Pfam-B_12850
17440	Pfam-B_22502
17440	Pfam-B_2799
17440	Pfam-B_3264
